ADDRESSCOUNTRYCODE,ADDRESSSTATECODE,CITY,FACILITYADDRESSID,FACILITYADDRESSTYPE,FACILITYID,FACILITYSTREETADDRESS1,FACILITYSTREETADDRESS2,FACILITYSTREETADDRESS3,POSTALCODE
"USA","FL","Clewiston","9812694","","247884","","","",""
"USA","FL","Clewiston","9812695","","247885","","","",""
"USA","FL","Clewiston","9812696","","247886","","","",""
"USA","FL","Clewiston","9812697","","247887","","","",""
"USA","FL","Chatahoochee","9812698","","247896","","","",""
"USA","FL","Chatahoochee","9812699","","247888","","","",""
"USA","FL","Chatahoochee","9812700","","247889","","","",""
"USA","FL","Chatahoochee","9812701","","247890","","","",""
"USA","FL","Chatahoochee","9812702","","247891","","","",""
"USA","FL","Chatahoochee","9812703","","247892","","","",""
"USA","FL","Chatahoochee","9812704","","247893","","","",""
"USA","FL","Chatahoochee","9812705","","247894","","","",""
"USA","FL","Chatahoochee","9812706","","247895","","","",""
"USA","GA","Cartersville","9812707","","231775","","","",""
"USA","GA","Cartersville","9812708","","247934","","","",""
"USA","GA","Cartersville","9812709","","231774","","","",""
"USA","GA","Cartersville","9812710","","247897","","","",""
"USA","GA","Cartersville","9812711","","247898","","","",""
"USA","GA","Cartersville","9812712","","247899","","","",""
"USA","GA","Cartersville","9812713","","247900","","","",""
"USA","GA","Cartersville","9812714","","247901","","","",""
"USA","GA","Cartersville","9812715","","247902","","","",""
"USA","GA","Cartersville","9812716","","247903","","","",""
"USA","GA","Cartersville","9812717","","247904","","","",""
"USA","GA","Cartersville","9812718","","251650","","","",""
"USA","GA","Cartersville","9812719","","251651","","","",""
"USA","GA","Oakman","9812720","","247905","","","",""
"USA","GA","Oakman","9812721","","247906","","","",""
"USA","GA","Oakman","9812722","","251654","","","",""
"USA","GA","Hartwell","9812723","","247909","","","",""
"USA","GA","Hartwell","9812724","","247910","","","",""
"USA","GA","Hartwell","9812725","","247911","","","",""
"USA","GA","Hartwell","9812726","","247912","","","",""
"USA","GA","Hartwell","9812727","","247907","","","",""
"USA","GA","Hartwell","9812728","","247908","","","",""
"USA","GA","Hartwell","9812729","","247913","","","",""
"USA","GA","Hartwell","9812730","","251656","","","",""
"USA","GA","Hartwell","9812731","","251648","","","",""
"USA","GA","Hartwell","9812732","","251657","","","",""
"USA","GA","Buford","9812733","","247914","","","",""
"USA","GA","Buford","9812734","","247915","","","",""
"USA","GA","Buford","9812735","","247916","","","",""
"USA","GA","Buford","9812736","","247917","","","",""
"USA","GA","Buford","9812737","","247918","","","",""
"USA","GA","Buford","9812738","","247922","","","",""
"USA","GA","Buford","9812739","","247919","","","",""
"USA","GA","Buford","9812740","","247920","","","",""
"USA","GA","Buford","9812741","","247921","","","",""
"USA","GA","Elberton","9812742","","247923","","","",""
"USA","GA","Elberton","9812743","","247924","","","",""
"USA","GA","Elberton","9812744","","251655","","","",""
"USA","GA","Elberton","9812745","","251649","","","",""
"USA","GA","Ft Gaines","9812746","","247925","","","",""
"USA","GA","Ft Gaines","9812747","","247926","","","",""
"USA","GA","Ft Gaines","9812748","","247927","","","",""
"USA","GA","Ft Gaines","9812749","","251652","","","",""
"USA","GA","Ft Gaines","9812750","","251653","","","",""
"USA","GA","West Point","9812751","","247928","","","",""
"USA","GA","West Point","9812752","","247929","","","",""
"USA","GA","West Point","9812753","","247930","","","",""
"USA","GA","West Point","9812754","","247931","","","",""
"USA","GA","West Point","9812755","","247932","","","",""
"USA","GA","West Point","9812756","","247933","","","",""
"USA","ID","Ahsahka","9812757","","247935","","","",""
"USA","ID","Ahsahka","9812758","","247936","","","",""
"USA","ID","Ahsahka","9812759","","247937","","","",""
"USA","ID","Ahsahka","9812760","","247938","","","",""
"USA","IL","Carlyle","9812761","","247939","","","",""
"USA","IL","Peoria","9812762","","247940","","","",""
"USA","IL","Shelbyville","9812763","","247941","","","",""
"USA","IL","Shelbyville","9812764","","247942","","","",""
"USA","IL","Shelbyville","9812765","","247943","","","",""
"USA","IL","Shelbyville","9812766","","251659","","","",""
"USA","IL","Modoc","9812767","","247944","","","",""
"USA","IA","Pleasant Valley","9812768","","251676","","","",""
"USA","IA","Pleasant Valley","9812769","","251669","","","",""
"USA","IA","Pleasant Valley","9812770","","251664","","","",""
"USA","IA","Pleasant Valley","9812771","","251666","","","",""
"USA","IA","Pleasant Valley","9812772","","251677","","","",""
"USA","IA","Pleasant Valley","9812773","","251661","","","",""
"USA","IA","Pleasant Valley","9812774","","251673","","","",""
"USA","IA","Pleasant Valley","9812775","","251674","","","",""
"USA","IA","Pleasant Valley","9812776","","251663","","","",""
"USA","IA","Pleasant Valley","9812777","","251665","","","",""
"USA","IA","Pleasant Valley","9812778","","251671","","","",""
"USA","IA","Pleasant Valley","9812779","","251668","","","",""
"USA","IA","Pleasant Valley","9812780","","251667","","","",""
"USA","IA","Pleasant Valley","9812781","","251660","","","",""
"USA","IA","Pleasant Valley","9812782","","251670","","","",""
"USA","IA","Pleasant Valley","9812783","","251678","","","",""
"USA","IA","Pleasant Valley","9812784","","251675","","","",""
"USA","IA","Pleasant Valley","9812785","","251662","","","",""
"USA","IA","Pleasant Valley","9812786","","251672","","","",""
"USA","IA","Pleasant Valley","9812787","","251658","","","",""
"USA","IA","Pleasant Valley","9812788","","247945","","","",""
"USA","IA","Pleasant Valley","9812789","","247951","","","",""
"USA","IA","Pleasant Valley","9812790","","247946","","","",""
"USA","IA","Pleasant Valley","9812791","","247947","","","",""
"USA","IA","Pleasant Valley","9812792","","247948","","","",""
"USA","IA","Pleasant Valley","9812793","","247949","","","",""
"USA","IA","Pleasant Valley","9812794","","247950","","","",""
"USA","IL","Benton","9812795","","247952","","","",""
"USA","IL","Benton","9812796","","247954","","","",""
"USA","IL","Benton","9812797","","247953","","","",""
"USA","IN","Brookville","9812798","","247955","","","",""
"USA","IN","Brookville","9812799","","247956","","","",""
"USA","IN","Rockville","9812800","","247957","","","",""
"USA","IN","Huntington","9812801","","247958","","","",""
"USA","IN","Peru","9812802","","247959","","","",""
"USA","IN","Bloomington","9812803","","247960","","","",""
"USA","IN","Bloomington","9812804","","247961","","","",""
"USA","IN","Dubois","9812805","","247962","","","",""
"USA","IN","Lagro","9812806","","247963","","","",""
"USA","IA","Iowa City","9812807","","247964","","","",""
"USA","IA","Iowa City","9812808","","247965","","","",""
"USA","IA","Iowa City","9812809","","251679","","","",""
"USA","IA","Iowa City","9812810","","251680","","","",""
"USA","IA","Knoxville","9812811","","247966","","","",""
"USA","IA","Knoxville","9812812","","247967","","","",""
"USA","IA","Knoxville","9812813","","247968","","","",""
"USA","IA","Knoxville","9812814","","247969","","","",""
"USA","IA","Knoxville","9812815","","247970","","","",""
"USA","IA","Knoxville","9812816","","247971","","","",""
"USA","MN","Fountain City","9812817","","247972","","","",""
"USA","IA","Centerville","9812818","","247973","","","",""
"USA","IA","Centerville","9812819","","247974","","","",""
"USA","IA","Centerville","9812820","","247975","","","",""
"USA","IA","Centerville","9812821","","247976","","","",""
"USA","IA","Johnston","9812822","","247977","","","",""
"USA","KS","Cherryvale","9812823","","247978","","","",""
"USA","KS","Lawrence","9812824","","247979","","","",""
"USA","KS","Lawrence","9812825","","247980","","","",""
"USA","KS","Lawrence","9812826","","247981","","","",""
"USA","KS","Lawrence","9812827","","247982","","","",""
"USA","KS","Council Grove","9812829","","247984","","","",""
"USA","KS","El Dorado","9812830","","247985","","","",""
"USA","KS","El Dorado","9812831","","247986","","","",""
"USA","KS","El Dorado","9812832","","247987","","","",""
"USA","KS","El Dorado","9812833","","247988","","","",""
"USA","KS","Cherryvale","9812834","","247989","","","",""
"USA","KS","Cherryvale","9812835","","247990","","","",""
"USA","KS","Fall River","9812836","","247991","","","",""
"USA","KS","Fall River","9812837","","247992","","","",""
"USA","KS","Fall River","9812838","","247993","","","",""
"USA","KS","Paola","9812839","","247994","","","",""
"USA","KS","Paola","9812840","","247995","","","",""
"USA","KS","Marquette","9812841","","247996","","","",""
"USA","KS","Marquette","9812842","","247997","","","",""
"USA","KS","Marion","9812843","","247999","","","",""
"USA","KS","Marion","9812844","","247998","","","",""
"USA","KS","Melvern","9812845","","248000","","","",""
"USA","KS","Melvern","9812846","","248001","","","",""
"USA","KS","Junction City","9812847","","248010","","","",""
"USA","KS","Junction City","9812848","","248003","","","",""
"USA","KS","Junction City","9812849","","248004","","","",""
"USA","KS","Junction City","9812850","","248002","","","",""
"USA","KS","Junction City","9812851","","248007","","","",""
"USA","KS","Junction City","9812852","","248008","","","",""
"USA","KS","Junction City","9812853","","248009","","","",""
"USA","KS","Junction City","9812854","","248005","","","",""
"USA","KS","Junction City","9812855","","248006","","","",""
"USA","KS","Perry","9812856","","248012","","","",""
"USA","KS","Perry","9812857","","248013","","","",""
"USA","KS","Perry","9812858","","248011","","","",""
"USA","KS","Vassar","9812859","","248014","","","",""
"USA","KS","Vassar","9812860","","248015","","","",""
"USA","KS","Vassar","9812861","","248016","","","",""
"USA","KS","Vassar","9812862","","248017","","","",""
"USA","KS","Vassar","9812863","","248018","","","",""
"USA","KS","Fall River","9812864","","248019","","","",""
"USA","KS","Fall River","9812865","","248020","","","",""
"USA","KS","Manhattan","9812866","","248021","","","",""
"USA","KS","Manhattan","9812867","","248022","","","",""
"USA","KS","Manhattan","9812868","","248023","","","",""
"USA","KS","Manhattan","9812869","","248024","","","",""
"USA","KS","Sylvan Grove","9812870","","248025","","","",""
"USA","KS","Sylvan Grove","9812871","","248026","","","",""
"USA","KY","Grand Rivers","9812872","","248027","","","",""
"USA","KY","Grand Rivers","9812873","","248028","","","",""
"USA","KY","Grand Rivers","9812874","","248029","","","",""
"USA","KY","Grand Rivers","9812875","","248030","","","",""
"USA","KY","Grand Rivers","9812876","","248031","","","",""
"USA","KY","Grand Rivers","9812877","","248032","","","",""
"USA","KY","Glasgow","9812878","","248035","","","",""
"USA","KY","Glasgow","9812879","","248033","","","",""
"USA","KY","Glasgow","9812880","","248034","","","",""
"USA","KY","Glasgow","9812881","","251681","","","",""
"USA","KY","Buckhorn","9812882","","248036","","","",""
"USA","KY","Buckhorn","9812883","","248037","","","",""
"USA","KY","Sassafras","9812884","","248038","","","",""
"USA","KY","Van Lear","9812885","","248039","","","",""
"USA","KY","Van Lear","9812886","","248040","","","",""
"USA","KY","Van Lear","9812887","","248041","","","",""
"USA","KY","Shelbiana","9812888","","248042","","","",""
"USA","KY","Grayson","9812889","","248043","","","",""
"USA","KY","Campbellsville","9812890","","248045","","","",""
"USA","KY","Campbellsville","9812891","","248046","","","",""
"USA","KY","Campbellsville","9812892","","248047","","","",""
"USA","KY","Campbellsville","9812893","","248044","","","",""
"USA","KY","Somerset","9812894","","248048","","","",""
"USA","KY","Somerset","9812895","","248049","","","",""
"USA","KY","Somerset","9812896","","248050","","","",""
"USA","KY","Somerset","9812897","","248051","","","",""
"USA","KY","Somerset","9812898","","248052","","","",""
"USA","KY","Somerset","9812899","","248053","","","",""
"USA","KY","Somerset","9812900","","248054","","","",""
"USA","KY","Somerset","9812901","","248055","","","",""
"USA","KY","Somerset","9812902","","248056","","","",""
"USA","KY","Somerset","9812903","","248057","","","",""
"USA","KY","Staffordsville","9812904","","248060","","","",""
"USA","KY","Staffordsville","9812905","","248058","","","",""
"USA","KY","Staffordsville","9812906","","248059","","","",""
"USA","KY","Falls Of Rough","9812907","","248063","","","",""
"USA","KY","Falls Of Rough","9812908","","248061","","","",""
"USA","KY","Falls Of Rough","9812909","","248062","","","",""
"USA","KY","Taylorsville","9812910","","248064","","","",""
"USA","KY","Louisa","9812911","","248065","","","",""
"USA","KY","Louisa","9812912","","248066","","","",""
"USA","LA","Monroe","9812913","","251687","","","",""
"USA","LA","Monroe","9812914","","251688","","","",""
"USA","LA","Monroe","9812915","","251683","","","",""
"USA","LA","Monroe","9812916","","251692","","","",""
"USA","LA","Monroe","9812917","","251686","","","",""
"USA","LA","Monroe","9812918","","251693","","","",""
"USA","LA","Monroe","9812919","","251689","","","",""
"USA","LA","Monroe","9812920","","251691","","","",""
"USA","LA","Monroe","9812921","","251684","","","",""
"USA","LA","Monroe","9812922","","251690","","","",""
"USA","LA","Monroe","9812923","","251682","","","",""
"USA","LA","Monroe","9812924","","251685","","","",""
"USA","LA","Monroe","9812925","","248067","","","",""
"USA","LA","Monroe","9812926","","248068","","","",""
"USA","LA","Monroe","9812927","","248069","","","",""
"USA","LA","Monroe","9812928","","248070","","","",""
"USA","MA","Royalston","9812929","","248071","","","",""
"USA","MA","Buzzards Bay","9812930","","248073","","","",""
"USA","MA","Buzzards Bay","9812931","","248072","","","",""
"USA","MI","Sault Ste Marie","9812932","","248074","","","",""
"USA","MS","Coldwater","9812933","","248078","","","",""
"USA","MS","Coldwater","9812934","","248079","","","",""
"USA","MS","Enid","9812935","","248080","","","",""
"USA","MS","Enid","9812936","","248082","","","",""
"USA","MS","Enid","9812937","","248081","","","",""
"USA","MS","Enid","9812938","","248083","","","",""
"USA","MS","Grenada","9812939","","248084","","","",""
